customer_id,first_name,last_name,email,phone,city,state,zip_code,loyalty_tier,loyalty_points,joined_date,is_active,acquisition_channel,referral_code,marketing_opt_in,account_status_code,last_login_at,preferred_contact_method
CUST-29ecb232-3a9b-4120-9da9-ca8d69af3fc1,Holly,Williams,joycecharles@example.net,(251)338-5999x1558,Christianstad,MN,21557,silver,9359,2023-10-20,True,paid_search,,False,D003,2026-02-09T05:05:14.282843Z,sms
CUST-225567d9-28df-4602-80e3-26aacaf86bae,Stephen,Todd,kathybowen@example.net,001-457-201-1826,Michellechester,MS,60195,silver,5095,2023-07-09,True,email_campaign,REF-1310,False,S002,2026-02-08T11:00:52.764653Z,sms
CUST-f2fbeb71-a6a7-41bc-8e1b-38e6777ab46e,Beth,Shields,julie72@example.com,232-810-2361x054,Teresafurt,OR,88363,bronze,9334,2024-04-25,True,paid_search,,False,A001,2026-02-06T00:21:24.826385Z,email
CUST-9cd41c97-6537-47a1-bf84-abcbc2e0ff5a,Brooke,Stevens,shannonpratt@example.com,302.443.0707,West Andrewview,GA,26043,bronze,486,2023-12-24,False,email_campaign,,False,A001,2026-04-27T07:32:13.368627Z,sms
CUST-5b09f7a5-73e0-41b4-a609-526abd57c551,Morgan,Colon,andrewsalbert@example.com,610-327-9450x9474,Robertmouth,PA,88717,silver,1392,2021-09-26,True,paid_search,,False,A001,2026-01-29T10:27:23.770962Z,sms
CUST-42014f7e-f70b-44d4-a125-87d433b4a1dd,David,Callahan,anna36@example.org,001-321-663-4991,Rachelmouth,NV,89087,silver,4405,2022-01-06,True,organic,REF-2982,True,S002,2026-03-30T19:47:13.486609Z,phone
CUST-06d1e237-7959-493f-82cc-bf03f4cfb409,Neil,Payne,bakermary@example.net,794.344.3762,South Patriciaton,HI,51339,gold,6064,2022-08-30,True,paid_search,,True,A001,2026-02-16T00:44:34.683081Z,sms
CUST-6df448e9-2f51-4253-99b7-e28d63ee931c,Heather,Sherman,handerson@example.org,(425)482-6599x69886,Huynhtown,AR,65488,bronze,6313,2025-03-20,True,social,,True,A001,2026-03-16T18:35:52.727506Z,email
CUST-55d25479-9f28-44d4-a079-d53664296937,Cheryl,Wells,zjones@example.net,+1-700-741-5827,West Stephenborough,PA,39062,bronze,5109,2021-06-04,True,referral,,True,A001,2026-03-30T07:38:22.219198Z,email
CUST-321bdd68-4976-4211-a9f5-803692e92461,Brenda,Castillo,ksolomon@example.net,242.869.0604x63942,Port Katietown,NV,90331,bronze,10050,2025-07-30,True,email_campaign,REF-2678,True,S002,2026-04-20T00:36:50.223493Z,email
CUST-494e164c-acf7-4f16-8f5a-2ef57781c5f4,Erika,Soto,wwerner@example.com,792-346-9347x270,New Joshua,PW,94808,bronze,9912,2022-01-10,True,referral,,False,A001,2026-03-03T15:36:16.828071Z,email
CUST-a380ae33-c7d2-4e93-9996-3b1377576c1a,Kevin,Brown,operry@example.net,8739293520,West Taylor,NJ,06890,bronze,11982,2022-07-14,True,social,,True,A001,2026-03-29T17:38:40.717254Z,sms
CUST-5ee93067-7708-45bf-98ce-e8fe569fd6e0,Richard,Salazar,justinmoss@example.net,001-494-963-2360x508,Yeseniamouth,NV,33374,gold,5070,2024-05-03,True,organic,REF-0712,False,A001,2026-04-14T05:36:30.687965Z,sms
CUST-8258658b-1067-4103-96ae-1314cc52788c,Jennifer,Cunningham,edwardsjohn@example.com,(892)860-0992x50949,Smithburgh,IA,49318,bronze,2876,2025-04-15,True,referral,,True,D003,2026-02-04T08:23:49.524265Z,email
CUST-5358c247-1e38-4921-992d-e5bc47761d4b,Dylan,Freeman,robinsonmaria@example.com,6944739544,New Amanda,CT,65105,bronze,3252,2021-05-26,True,referral,REF-8505,True,A001,2026-02-12T01:30:43.500246Z,email
CUST-7198b31e-a057-4d28-a772-71d55fb29c77,Kerri,Martin,nelsonrobert@example.org,365.409.4503x9856,Pamelabury,ID,81084,silver,3481,2025-04-16,True,paid_search,,True,A001,2026-04-17T17:01:26.810205Z,sms
CUST-cda5ae5c-20ff-4837-8ef5-cfcd53df0250,Connie,Day,rachel74@example.net,(644)218-3443x2908,Alyssafurt,RI,87108,bronze,5777,2022-10-15,True,email_campaign,,False,S002,2026-02-11T13:22:41.613341Z,email
CUST-6212b4c4-ce4d-4cd7-bdbb-56fda2497569,Carl,Boyer,harringtonbrenda@example.org,+1-345-658-3491x80167,East Josephshire,NC,44778,silver,4672,2021-08-04,True,email_campaign,,False,S002,2026-04-24T22:48:35.902224Z,email
CUST-719ca2ee-707d-48f1-8fd9-7fc1a86787be,Christina,Flowers,catherinebrown@example.org,7298282494,Lake Michelleside,IL,65314,bronze,869,2025-10-31,True,referral,,True,A001,2026-03-17T14:52:04.401531Z,email
CUST-4c11f944-1fa2-4ded-a8e2-537e0036e7d0,Tara,Moran,suttonkimberly@example.com,001-970-604-2538x68829,Port Timothy,GU,87490,platinum,9345,2022-03-09,True,social,,True,S002,2026-03-04T01:35:39.182816Z,sms
CUST-ee534687-b124-4a1b-89fd-3b3b687e8d85,Casey,Dixon,phillipsullivan@example.net,263-897-7688,Brookeview,IN,68185,bronze,4174,2022-09-25,True,organic,,True,A001,2026-02-19T18:07:58.570664Z,sms
CUST-da2b31ff-bff7-4945-875a-7faf9c5db054,Scott,Williams,carlgarcia@example.com,508.209.7363,West Stacy,MH,40103,bronze,3795,2022-11-23,True,paid_search,,True,A001,2026-02-13T00:11:21.774149Z,sms
CUST-9546129c-9de7-4ac9-b7bd-7708e486b338,Jacob,Carlson,danielle23@example.com,361-698-9159x30956,Vasquezfort,MN,95081,bronze,2839,2021-11-23,False,paid_search,,True,D003,2026-02-26T19:06:30.356625Z,sms
CUST-ee51a316-aa78-4978-af2c-a4c8eee4bf1d,Brenda,Carroll,alvaradoedward@example.net,3379349368,Petersonport,AL,70880,bronze,10614,2022-03-23,True,email_campaign,,True,A001,2026-03-29T09:31:14.155900Z,email
CUST-f953adfa-2d0c-4ab6-b7c2-e8224d28e8cf,Curtis,Long,corteztonya@example.net,(214)928-2457x819,Vargasstad,WA,38974,silver,11364,2021-10-09,True,organic,,True,A001,2026-04-03T04:41:20.370552Z,email
CUST-0dcbbd6c-3f13-40fe-ada4-a8a5b81929f9,Brittany,Carter,wrobinson@example.org,001-924-256-4705x2061,Bonnieland,MN,15752,bronze,3635,2022-12-06,True,social,,True,D003,2026-02-08T21:11:50.614941Z,sms
CUST-3a49adfe-f7f7-4337-be60-c0b30e4d8353,Emily,Williams,sean65@example.net,5536629938,North Destiny,CT,35633,bronze,8668,2024-06-23,False,referral,,True,A001,2026-02-14T19:47:55.310375Z,email
CUST-9050f47c-93c4-4a0e-a72a-fb4aafa82f69,Leslie,Johnson,ayaladavid@example.com,+1-416-357-2758x742,Port Holly,SD,27145,bronze,5180,2021-11-23,True,organic,,True,A001,2026-02-26T03:18:12.297800Z,sms
CUST-e9bca7ba-014e-4e61-952b-597a26e30bf9,Paul,Koch,joshua23@example.net,001-282-710-0675,East Anthony,GA,77863,gold,2213,2024-03-13,True,referral,,True,S002,2026-02-05T05:58:22.093542Z,email
CUST-6d4129c8-ff44-4885-a606-6b074ec2eba9,Victoria,Simon,fwatts@example.com,(379)352-8299x700,Lake Kaylafurt,GU,20793,bronze,11617,2022-07-05,True,organic,,False,S002,2026-02-04T04:11:45.587366Z,phone
CUST-41c436e4-6f60-450f-afc1-2d1e17a1913b,Christina,Jefferson,sierragonzalez@example.com,465-721-0778x5255,Kerriview,IA,04472,bronze,10103,2024-04-23,True,referral,,False,S002,2026-04-22T12:58:03.696088Z,email
CUST-e5f1c258-e6c6-4960-b311-ea3222933538,David,Burnett,smithtyler@example.org,834-250-4145x1283,New Haleymouth,NY,33740,silver,10765,2024-08-02,True,organic,,False,A001,2026-03-07T22:58:34.093044Z,phone
CUST-b7066706-a2ad-44d8-949f-245e0142e190,Elizabeth,Stephenson,solisjennifer@example.com,3945837247,Port Alexis,CA,12851,bronze,6584,2023-06-29,False,social,,False,S002,2026-03-27T08:29:55.786366Z,phone
CUST-e3c4fbc4-93a1-4843-b2cc-64833968473e,David,Miller,ubrown@example.com,2932678662,Lake Markchester,NJ,96694,bronze,2403,2025-12-28,True,email_campaign,,True,D003,2026-02-06T13:31:47.381407Z,phone
CUST-dd0d2177-074c-41a7-a7f3-357205f79b83,William,Reyes,ksims@example.net,574.305.5777,Port Amy,MH,75102,bronze,7353,2022-09-01,True,paid_search,,False,A001,2026-04-17T07:40:43.752190Z,phone
CUST-40e49e0c-41db-4cc1-93b1-197e39859641,Pamela,Whitaker,victoria60@example.org,(554)816-0252,North Wendy,AL,31758,silver,965,2023-12-06,True,paid_search,,True,S002,2026-03-03T02:45:55.886183Z,email
CUST-b1ee9f0b-83db-446f-8da4-05d75be59e92,Andrew,Hernandez,stokesamber@example.org,895-914-8092x017,Burgessland,AR,29556,gold,7293,2021-06-27,True,paid_search,REF-0788,True,A001,2026-02-13T20:37:19.984811Z,email
CUST-59e7c913-a0b0-4f63-836c-75848ddf590f,Sandra,Rivas,hendersonelizabeth@example.net,+1-354-792-9652x4565,South Justinbury,FL,29480,bronze,5729,2023-09-03,True,referral,REF-6844,True,D003,2026-03-08T11:28:27.611091Z,phone
CUST-e83784dd-1021-42ea-a975-4901acd7477b,Kevin,Mcdaniel,jamesbailey@example.com,(971)303-4643x62477,New Zachary,NH,90824,silver,11124,2024-07-25,True,social,,True,A001,2026-03-26T07:04:38.560491Z,phone
CUST-b5f862c7-5f95-4201-8656-b34c29c695e0,Michele,Phillips,hursttanya@example.org,001-687-654-5342,Tylerport,FM,09981,bronze,1919,2023-08-07,True,referral,,True,D003,2026-02-02T15:02:16.129350Z,sms
CUST-993a7f18-992d-478e-ba86-f2d1d32c9ee2,Brian,Rogers,prichard@example.com,680-331-0249,Collinsland,VT,22300,bronze,300,2025-02-22,True,social,,False,A001,2026-03-11T04:29:43.639094Z,phone
CUST-f6a33b96-652a-4129-8739-a6a2963ce483,Veronica,Mcmahon,christopher88@example.com,+1-988-398-2419x72594,Port Rhondastad,CA,20117,bronze,10179,2026-03-19,True,email_campaign,,True,S002,2026-03-04T12:44:59.305455Z,phone
CUST-1352cf03-70bd-460c-8b8e-57e8c7d11c37,Kimberly,Campbell,hannah14@example.com,(249)545-2110x7642,Debrastad,SC,72406,platinum,11088,2023-02-23,True,organic,,True,S002,2026-03-12T06:34:35.042341Z,phone
CUST-bb94eb33-3d3e-4157-ab31-b0b58c540b28,Andrew,Wilson,perkinsmichele@example.org,001-990-454-6395x3776,Hallberg,PR,64558,bronze,5597,2026-03-21,True,referral,REF-8808,True,A001,2026-03-01T10:16:29.292832Z,phone
CUST-652e5f29-1ad3-4331-8f82-4462c9e1423a,Donna,Hansen,arhodes@example.org,257.275.5934x086,East Richardton,MD,88377,bronze,11970,2023-09-06,True,organic,,False,D003,2026-03-23T02:51:03.614699Z,phone
CUST-180b3799-a995-4492-abed-9e48abb3a728,Daniel,Jackson,holly15@example.org,(873)236-1762x630,Port Kathleenfurt,TN,69513,platinum,6929,2023-08-13,True,organic,,False,S002,2026-03-05T03:00:03.089839Z,phone
CUST-f4e5f271-974c-4953-87d6-1ee963152e2c,Jennifer,Jones,ngreen@example.net,705.952.3677x2581,Jamesfort,KY,06882,bronze,8442,2022-10-03,True,social,,True,A001,2026-04-25T12:27:19.414914Z,phone
CUST-267d4dbe-bd25-49c3-9175-fef5870c7227,Michelle,Richard,denise65@example.com,+1-424-286-2662x1679,Dickersonside,SD,13030,bronze,1617,2023-06-13,True,referral,,True,S002,2026-02-28T05:31:05.294607Z,sms
CUST-edf0cd42-2953-429a-945d-98a60d5bca58,Mark,York,rodriguezjonathan@example.net,(832)946-1614x649,Lake Savannah,ND,36021,bronze,11936,2025-08-01,True,social,,True,D003,2026-03-11T17:29:09.946939Z,phone
CUST-12ba1584-c2a9-401c-968d-1db7db10f277,Claudia,Klein,pamelapeters@example.org,4818858964,Matthewview,IA,04406,gold,5955,2024-01-20,True,organic,,False,A001,2026-02-24T22:52:39.529163Z,sms
CUST-5e46d3bf-8f6e-4208-b725-bfc9ff223229,Sarah,Bush,tabitha21@example.org,(921)591-7063,Cruzshire,WA,45958,gold,10839,2026-02-12,True,email_campaign,,True,D003,2026-03-03T17:20:37.939299Z,email
CUST-76623f3b-c86d-4fdd-9e66-e4e534aed158,Russell,Garcia,butlermary@example.org,+1-453-693-4889x78351,Michaelshire,MD,18109,bronze,2084,2025-10-15,True,social,REF-7460,True,S002,2026-04-15T04:56:59.043835Z,email
CUST-cbb85e78-6318-41b9-896e-3c474d30acab,Melissa,Nelson,christine09@example.com,500.914.1930,Evansview,NJ,65774,bronze,11553,2023-03-03,True,organic,,False,A001,2026-04-10T09:15:23.426764Z,email
CUST-64b68df2-76f6-4905-a131-3a250b70120f,Nicole,Barron,lhiggins@example.com,+1-646-772-6800,North Tinachester,IA,66212,silver,11748,2023-10-29,True,email_campaign,REF-2504,True,A001,2026-03-18T19:26:50.177021Z,phone
CUST-c99378ea-2516-4e30-9a64-57cdbf19f78d,Jaime,Johnson,qbrown@example.org,551-741-0863x1352,Port Kellyview,MS,34109,silver,1481,2023-10-16,True,social,,True,A001,2026-02-17T16:50:05.538485Z,phone
CUST-a50bd1dd-2267-4165-abde-1ecf6ac51da6,Kimberly,Phillips,jillduke@example.net,001-784-704-7132x29044,Littletown,AL,49922,silver,6842,2025-02-08,True,referral,REF-5845,True,A001,2026-04-22T10:12:43.521109Z,sms
CUST-f3d7a304-a946-4a65-b949-5866ac6de79d,James,Huffman,udalton@example.net,001-521-482-5652x123,East Jillview,SC,82051,platinum,3103,2024-12-30,True,email_campaign,,True,A001,2026-04-20T23:17:56.809922Z,email
CUST-6e083993-8be6-4cc9-847d-84aa7b4cdafb,Carl,Blankenship,stephanieturner@example.com,001-337-974-5886x0500,Melissahaven,WY,78907,silver,3855,2025-01-05,True,organic,REF-3156,True,A001,2026-02-12T17:21:13.730886Z,phone
CUST-fe01f05d-6210-4026-bd67-0a484365f14e,David,Brooks,johnshaw@example.com,587-646-3439,East Angela,AL,12866,silver,6577,2024-11-06,True,social,,False,D003,2026-02-26T20:13:25.807379Z,email
CUST-f841f657-cdef-40f5-8e23-ab31fd46bb6a,Andrea,Kelly,tyler87@example.com,384-661-7281x7120,Batestown,AZ,12929,bronze,5005,2024-06-18,True,organic,,True,A001,2026-02-27T11:27:15.872782Z,sms
CUST-dc92cf20-d63e-428d-8aab-739e609b1ebd,Bruce,Glenn,bthomas@example.com,8033060633,Diazstad,NV,13231,gold,10993,2025-09-11,True,organic,,True,S002,2026-02-23T09:26:44.144662Z,phone
CUST-d223cda5-edf4-4374-b7f9-4fffc9f6cdd6,Danielle,Lyons,fletcherjonathan@example.org,907.634.3453x6567,Port Thomaston,TX,10257,silver,2583,2024-10-04,True,social,REF-6559,True,A001,2026-03-09T23:02:28.949568Z,sms
CUST-a42e7dac-bf7c-40ce-9d79-f64ba4499b2d,Robert,Jackson,jessica36@example.com,491-613-8583x11433,South Adam,CO,46302,silver,9488,2025-11-20,True,social,,True,A001,2026-04-06T04:21:08.281093Z,phone
CUST-3ee84ddf-5ddb-43ae-b3fa-b421b2f0dd56,Terri,Frey,sarasexton@example.net,+1-469-893-1979,Smithview,DC,74260,platinum,10718,2023-01-15,True,referral,,True,A001,2026-04-06T20:28:43.845881Z,phone
CUST-db95a5b5-872c-4078-8c50-a0c3df498191,Keith,Wiggins,aford@example.org,001-384-221-8084x20670,Lake Ashley,MN,01228,platinum,5656,2026-03-04,True,paid_search,,True,D003,2026-04-19T04:53:46.486320Z,phone
CUST-e0529f37-ad0c-479f-87f2-d7868406ce98,Deborah,Franklin,michael85@example.com,328-486-5599x6679,North Andremouth,GA,64903,bronze,7607,2022-12-10,False,organic,,True,A001,2026-04-14T02:36:41.494359Z,sms
CUST-7c202ade-34ea-4fca-9861-094bf8447dcc,Tamara,Mann,tfrazier@example.net,(810)912-8082,West Thomas,OH,65434,bronze,8602,2024-01-17,True,referral,,True,A001,2026-02-02T20:52:32.200939Z,email
CUST-58c2aa15-a818-46ab-9647-9fe07c795b97,Thomas,Lee,melissa26@example.org,938-888-7182x55264,Port Jacquelinebury,VI,46811,silver,570,2025-11-09,True,organic,,True,D003,2026-02-02T12:55:34.609436Z,email
CUST-fa5e2eeb-8dad-4fa4-af37-6bded5e472f9,Rebecca,Wang,jacob62@example.net,+1-794-681-9091x60024,Ryanville,OK,82811,bronze,9018,2025-12-07,True,paid_search,REF-5353,False,A001,2026-01-29T12:22:36.662187Z,phone
CUST-ce660f3d-c1f3-48f4-81c5-3587331427bd,Elizabeth,Richardson,ibrewer@example.com,(605)308-4330x601,South Paulbury,MT,74491,bronze,6968,2026-03-09,True,paid_search,,True,D003,2026-02-09T21:07:46.865105Z,phone
CUST-c0b01204-c3f1-4b1d-9049-5c869691135f,Victoria,Schmitt,carolhenry@example.com,241.472.2771,Lake Brianhaven,SC,99058,platinum,5071,2025-11-10,True,social,,True,A001,2026-01-28T08:52:55.185993Z,sms
CUST-d2fcbba6-4110-4839-8dea-2f371e0edd66,Amber,Gonzalez,pattontyler@example.net,(535)559-7691,Leeborough,SC,52946,silver,11201,2022-12-02,False,organic,,False,A001,2026-03-12T00:08:21.421142Z,phone
CUST-9032c727-ea7d-4458-a1f9-b4dba2ebfd18,Nathaniel,Long,oneillmatthew@example.net,001-676-337-8181x4995,New Mitchellville,NV,75639,bronze,3731,2026-02-13,True,referral,,True,S002,2026-02-22T18:49:21.430407Z,email
CUST-1c102ff5-634f-48aa-9680-d501574c03cd,Tracey,Clark,jennifer36@example.net,404.479.4301,Haleystad,AR,11582,silver,2685,2022-05-30,True,social,,True,D003,2026-03-30T23:54:34.649298Z,phone
CUST-3f6f36b6-d6a3-4c7e-a448-34edda455a96,Robert,Tyler,cassandramcfarland@example.com,001-600-507-1233,West Carlos,OH,64594,silver,540,2025-12-01,True,social,,True,A001,2026-02-09T15:34:46.125599Z,phone
CUST-86b9f8e0-2ca9-4205-8c8b-0b7e4be8a7d9,Rhonda,Stephens,tiffany41@example.com,684-357-7043x4162,Brownchester,SD,98078,silver,6143,2021-11-03,True,paid_search,,True,S002,2026-03-07T11:56:07.594180Z,sms
CUST-f4dd5ba2-76ff-4f74-8dfc-c9d2dd211dc9,Richard,Blake,tcollins@example.org,500-941-6317x369,East Rachel,GU,38647,bronze,3631,2024-07-15,True,organic,,True,D003,2026-02-26T06:56:02.642782Z,phone
CUST-dbca3c2b-e001-4009-a395-a6b4a5706728,Kerri,Munoz,justin89@example.net,399.796.4361,Sullivanport,OR,85846,platinum,5405,2022-12-19,True,organic,,True,A001,2026-03-06T05:00:59.217219Z,sms
CUST-63b91512-8ef2-4c18-856b-646cb9055e45,Robert,Griffin,fosterjulie@example.com,+1-899-759-6250x3117,Rodriguezhaven,NV,43127,silver,10277,2023-11-23,True,email_campaign,,True,D003,2026-04-11T07:56:34.793092Z,email
CUST-e6b4f319-9d12-4877-9539-ab4ec6f56cba,Sandra,Medina,olsonandrea@example.com,+1-287-819-7218,Allenmouth,AR,54156,bronze,7033,2023-08-26,True,email_campaign,,False,S002,2026-03-24T08:59:31.591116Z,sms
CUST-4a567ee1-0637-4ce6-9a25-6025aa572c02,Anthony,Bauer,burnseugene@example.com,(880)862-5937x9969,East Melissaville,UT,43593,bronze,1170,2021-10-16,True,email_campaign,REF-4601,False,S002,2026-02-28T12:25:01.310359Z,email
CUST-abfe54aa-d50d-4c95-86bd-0063f3e3de63,Alicia,Young,ashleyevans@example.com,+1-517-214-4132x395,Romeroport,RI,93394,gold,11787,2021-08-19,True,social,,True,A001,2026-04-27T05:40:46.211733Z,sms
CUST-49103eee-c99d-4887-be6a-eb39476e83f8,Francisco,Jenkins,zterrell@example.net,001-806-766-1560x554,North Michael,OK,48771,bronze,11292,2025-05-05,True,email_campaign,,True,A001,2026-03-08T13:52:55.754053Z,sms
CUST-31b2d7f4-17fe-45a8-ac2b-cbf0aed54204,Marc,Tanner,rmedina@example.org,775.934.3351x0898,West Rebecca,WY,24060,bronze,11110,2022-11-05,True,email_campaign,,True,A001,2026-04-10T13:22:55.753546Z,phone
CUST-9beb5d65-3936-41f6-95a5-9de680c51f17,Rebecca,Maxwell,lisa33@example.com,(292)350-8540,Donnatown,PR,94489,bronze,617,2025-01-02,True,paid_search,,False,S002,2026-04-22T03:44:21.265004Z,email
CUST-26910740-255d-4f62-b4c1-30364b08a6ea,Edgar,Moss,heatherenglish@example.net,(702)834-0921x525,Sarahland,CA,14742,silver,11341,2024-03-17,True,organic,,True,A001,2026-04-13T20:08:46.761160Z,phone
CUST-64d637f6-f579-46dc-81fc-6003597af365,Brandon,Nixon,gsullivan@example.org,8346880464,Bettybury,OK,76216,bronze,1530,2022-09-04,True,paid_search,,True,A001,2026-03-01T23:35:03.951625Z,phone
CUST-23fc3f80-b306-4175-9f90-76f4460c3b70,Jennifer,Ramirez,markchristian@example.org,(994)666-3183,Port Sherrifort,PA,01071,bronze,4318,2024-01-21,True,paid_search,,True,A001,2026-03-29T12:01:57.091818Z,sms
CUST-832e16cf-c4f9-4432-8764-ee79e7724289,Mark,Wong,susan32@example.com,707.236.2038,Lake Michael,NM,87709,silver,6917,2025-11-18,True,paid_search,REF-5636,True,D003,2026-04-24T02:44:32.722121Z,phone
CUST-17d75d33-6424-4b16-8381-29402bb1553b,Molly,Franco,jason08@example.org,212-806-1551x458,South Kyle,CT,17423,silver,10418,2025-04-29,True,paid_search,,False,A001,2026-02-12T13:47:06.071570Z,sms
CUST-f2a096a4-72ce-4e2e-8624-6fbe48f90f4e,Bethany,Fisher,shane75@example.org,(440)420-3390x67764,Ianside,TX,83955,bronze,9829,2022-05-29,True,organic,,False,A001,2026-01-28T18:25:26.686623Z,phone
CUST-849b1ff0-b7eb-4f54-b4a5-066a09c891ba,Sandra,Russell,iscott@example.org,(807)579-0522x477,North Jennymouth,VT,81109,silver,5329,2024-02-24,True,referral,,True,A001,2026-01-30T20:29:21.893701Z,email
CUST-77bf29b6-ab94-44ac-a092-2f896883185c,Jennifer,Williams,cooperchristopher@example.com,449-647-6927x14392,Houstonmouth,WY,16593,bronze,11213,2021-12-05,True,organic,,False,A001,2026-03-31T19:34:32.776272Z,email
CUST-4a0b67e3-631e-49a5-9cce-04523a190d19,Danielle,Stone,stanley30@example.net,+1-584-314-1086x8244,North Jasonborough,WA,59256,gold,7405,2024-10-09,True,organic,,False,A001,2026-04-15T05:42:27.417982Z,email
CUST-188af517-eeb6-4a19-91ae-e96029866202,Adrian,Mccall,ernest45@example.org,(338)832-6908,Port Johnmouth,MD,80264,silver,369,2023-08-05,True,paid_search,,True,D003,2026-04-26T20:13:30.337857Z,email
CUST-a0fecd97-8d25-4903-85b7-c041abf5ec32,Vanessa,Figueroa,joshua83@example.com,(697)894-7267,Buckleychester,RI,94070,silver,2993,2023-09-17,True,social,,True,A001,2026-01-30T06:30:34.345408Z,phone
CUST-204abc48-9328-41aa-9a6a-7a68f305035f,Melinda,Thomas,scott68@example.org,001-394-915-6372x0839,Port Corey,MP,30775,bronze,4267,2023-09-04,True,referral,REF-1669,True,S002,2026-03-30T06:13:03.219398Z,email
CUST-d614531e-4323-4381-ba37-651655c7eaf3,Luis,Baker,barbaramartin@example.com,256.966.6649x8047,West Michael,IL,35851,gold,7080,2025-11-18,True,organic,,False,A001,2026-04-02T01:28:14.896223Z,email
CUST-04e2752c-e263-47d5-803c-56deb9062225,Linda,Miller,schwartzkathleen@example.net,460-339-0222x4324,Port Sandrashire,ND,51791,bronze,2343,2023-01-31,True,paid_search,,False,A001,2026-03-19T20:23:05.838991Z,sms
CUST-8ebaf126-d5ff-41c9-957c-aa2e27ff0a5b,Michael,Clark,zhernandez@example.com,815.602.8574,Christopherland,IL,40668,bronze,9750,2024-10-14,True,paid_search,,True,A001,2026-02-26T11:15:27.790900Z,sms
CUST-64bd1bf4-0045-4560-9d7c-ef0f340f6834,Jacob,Wilson,karengreen@example.com,445.803.3712,Erikmouth,KY,27370,bronze,5553,2021-05-22,True,organic,,True,S002,2026-04-06T11:19:03.846478Z,email
CUST-f7028730-3f91-4bef-8983-761864412351,Vicki,Johns,victoria76@example.com,911-808-1527x7710,Port Maryland,AL,41597,platinum,5214,2025-07-28,True,social,,True,A001,2026-03-14T06:45:04.555447Z,sms
CUST-495dfb29-1d4a-48bf-9a7e-70e5d5cb028e,Tracie,Martinez,jfoster@example.com,576-275-2010,Susanbury,VA,35306,bronze,1249,2021-11-10,True,referral,,True,A001,2026-04-27T13:59:09.020718Z,email
CUST-1c838a9f-5702-45cb-9983-884ca45fe22f,Brandi,Gardner,johnnyanderson@example.org,+1-588-889-4299x6891,West Valerieshire,OH,90445,bronze,10987,2024-04-28,True,email_campaign,,True,A001,2026-04-19T18:45:19.646254Z,phone
CUST-1116a8bd-3e7b-4e83-bbd0-a047d07c5160,Amanda,Roy,irobles@example.com,+1-853-315-6050x78233,Ashleytown,CT,11422,bronze,10765,2024-04-11,True,paid_search,,True,S002,2026-04-20T22:09:58.196890Z,email
CUST-2390a253-7b69-4b9e-82a0-dcbf4bcbf458,Angela,Cannon,bjones@example.org,304-771-6640x3907,East Kathryn,KS,68439,bronze,7421,2022-12-04,True,organic,,False,D003,2026-02-20T10:25:32.010241Z,sms
CUST-a8ddc394-5094-4f9a-bc05-5fd83257ddda,Theresa,Briggs,kaylajames@example.org,+1-534-300-8616x6035,Laurenstad,PW,62638,platinum,4575,2021-10-27,True,social,,True,A001,2026-04-16T04:15:53.106128Z,phone
CUST-810daa69-fe0e-4535-9b10-112ad12ce725,Catherine,Brooks,amanda14@example.org,+1-267-976-9665x481,Jasonport,NC,58757,platinum,6364,2021-10-19,True,organic,,True,A001,2026-03-28T10:16:47.227211Z,email
CUST-5c8792c4-7565-4195-8352-00c0b7724752,Robert,Dunn,anna88@example.com,(275)596-0811,East Brianville,NV,55046,bronze,961,2022-01-20,True,organic,,False,D003,2026-04-19T23:40:00.082417Z,sms
CUST-f810528b-7bdb-4425-8a1a-266015457b19,Thomas,Myers,cwright@example.net,623-864-8192,South Davidberg,GU,61076,silver,1990,2025-10-02,True,email_campaign,,True,A001,2026-03-01T09:13:15.834124Z,email
CUST-d338a972-1f7a-4e5d-9586-693f829a12cf,Kaitlyn,Lee,kylefletcher@example.org,001-560-763-7029x541,Fowlerfort,MO,39832,bronze,5204,2023-08-06,True,paid_search,,True,D003,2026-03-12T06:59:24.485932Z,sms
CUST-75a93804-2d47-42bd-a5ca-d479b0971301,Mark,Williams,jessicaford@example.org,906-387-2143x6912,Sherrimouth,PA,99367,bronze,2885,2025-08-05,True,social,,True,S002,2026-04-01T00:34:40.072566Z,phone
CUST-164a2a19-eddc-4fa5-bd93-d7919d32f1b2,Michelle,Hernandez,deannamunoz@example.com,837.333.4820x9038,West Jason,IA,56884,platinum,5518,2021-11-15,True,referral,,True,D003,2026-02-20T04:56:15.363530Z,email
CUST-a97a695d-eb3a-4d6c-83a1-8239ead44c67,Jaime,Fletcher,christopherspencer@example.org,(692)572-1693,New Williamhaven,UT,35796,bronze,4674,2023-10-11,True,email_campaign,,True,A001,2026-04-07T22:20:56.024136Z,phone
CUST-f4873afa-00e2-4b9d-a3d2-e02dd63949ae,Robert,Hess,molson@example.org,318.685.0054x9201,Manningfurt,AS,96608,bronze,10241,2023-08-06,True,social,,True,S002,2026-04-20T13:09:45.093087Z,email
CUST-be18e105-beaa-4064-b90d-c415355a054a,Shelley,Chandler,jonesshannon@example.org,(399)519-0018,Susanborough,MH,47744,silver,7593,2025-09-18,True,social,,True,D003,2026-03-23T03:41:11.909347Z,email
