order_id,customer_id,email_snapshot,order_date,status,payment_method,declared_total,currency,source_system,ingested_at,billing_address,shipping_address,promo_code,session_id,ip_address,raw_status_code,user_agent,delivery_window,gift_message
ORD-e6e10d37-f514-4975-a2c2-43cafe2bc1f1,CUST-52b7219b-d0d9-475d-bf30-e5b17b520fc7,rchandler@example.org,2025-08-25,shipped,credit_card,562.04,USD,mobile_android,2026-04-28T11:21:34.581390Z,"704 Joseph Shores Apt. 598, Lake Christopher, ME 21653","37022 Powers Haven, West Randyport, GA 22338",,438a8e09-5118-4ef3-917d-4dab4a4ede1e,213.55.114.132,ORD_002,Opera/9.36.(Windows NT 5.0; the-NP) Presto/2.9.188 Version/10.00,3-5 days,False
ORD-6529fe41-be75-4473-82c3-efdf7221b2ed,CUST-d1880218-8cb0-452c-975d-aea24ec8d56d,jessica73@example.com,2025-07-22,delivered,paypal,4898.14,USD,web,2026-04-28T11:21:34.581655Z,"204 Richard Plaza Apt. 493, Davisberg, RI 17874","070 Michael Vista Apt. 264, New Christophertown, CT 79799",,6082faab-fe12-4922-b367-2588c6ccb023,123.241.32.251,ORD_001,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; bho-IN) AppleWebKit/534.43.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.43.2",2-3 days,False
ORD-0e77d500-d7f2-4097-9668-f48fa776061c,CUST-861cf80c-66f3-433b-8698-c6fc41ed5894,jenniferwilkins@example.org,2025-09-30,delivered,credit_card,247.27,USD,mobile_android,2026-04-28T11:21:34.581932Z,"878 Sandra Cape, West Aaronville, AZ 21828","143 Keith Overpass, Port Kyleville, FL 59853",,47b0854c-8caa-456b-9f15-17b795d5e511,5.117.32.138,ORD_003,Opera/9.23.(Windows NT 5.2; iw-IL) Presto/2.9.165 Version/10.00,1-2 days,False
ORD-8867c13d-7373-4a69-8b77-0b0d5fe8c5ef,CUST-512417d0-0533-49f7-a594-a120483e2ce7,hicksmichael@example.com,2025-09-17,delivered,gift_card,99.37,USD,mobile_android,2026-04-28T11:21:34.582106Z,"5168 Scott Well, Robinsonhaven, ID 15750","54792 Vanessa Harbors Apt. 906, Myersmouth, MH 29010",,63759cf9-71fa-4a2c-9473-2741f8edd3dc,134.179.1.114,ORD_002,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3782-02-15 22:35:17.561584 Firefox/3.8,2-3 days,False
ORD-0cb75289-074e-41a8-b0fc-607eb5c0623d,CUST-GHOST-003,rickydean@example.net,2025-10-31,shipped,paypal,97.56,USD,mobile_ios,2026-04-28T11:21:34.582386Z,"57256 Robinson Points Suite 351, Stevenschester, ND 00583","5691 Danielle Hollow Suite 610, West Paul, GU 51883",,4aea3b06-e53b-4b8f-83a6-d3996f3a794d,74.240.83.165,ORD_002,Opera/8.40.(Windows NT 5.1; kl-GL) Presto/2.9.174 Version/12.00,5-7 days,False
ORD-c00ba6c9-7e12-477c-b567-06a740e5c7de,CUST-6b9e78e0-6cbf-47c1-91f7-f3c7c7e5bd93,websterjennifer@example.org,2025-08-22,delivered,credit_card,250.43,USD,web,2026-04-28T11:21:34.582576Z,"84534 Mark Vista Apt. 137, Brandonfurt, UT 49899","02180 Shawn Ports Apt. 154, Kingmouth, NH 09190",,c3d5f08b-fc94-47ef-9afd-f047c68904cd,97.97.56.118,ORD_001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7 rv:5.0; el-GR) AppleWebKit/531.14.7 (KHTML, like Gecko) Version/5.0.4 Safari/531.14.7",3-5 days,False
ORD-c0ad9bb8-d0bb-497d-b3b5-ed37b3edd99e,CUST-4f77a81f-55c0-4391-8dae-e4c20d583acf,jasonprice@example.com,2024-11-10,delivered,bank_transfer,1498.75,USD,mobile_android,2026-04-28T11:21:34.582869Z,"PSC 2308, Box 1967, APO AE 58033","2618 Patrick Road, Port Julieton, PW 53897",,df45711e-46ed-4414-b2af-cceb267de819,40.39.119.19,ORD_005,Opera/9.45.(X11; Linux x86_64; oc-FR) Presto/2.9.161 Version/11.00,3-5 days,True
ORD-dc79ae8f-fc9f-411b-b0ed-a6fab2010d10,CUST-8f27ff9c-aac0-4c92-a05f-0661a2caa835,kathryn45@example.com,2024-08-11,shipped,paypal,2577.36,USD,mobile_android,2026-04-28T11:21:34.583084Z,"09326 Jennifer Light, Billyland, SD 29544","449 Simpson Crossing Apt. 391, Melaniefurt, MI 52693",,ab1c8771-89b7-42af-ad98-3292b0a9e09c,59.146.30.189,ORD_005,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_6 rv:3.0; ik-CA) AppleWebKit/535.5.3 (KHTML, like Gecko) Version/5.0 Safari/535.5.3",2-3 days,False
ORD-e1e35e61-effd-47e4-8e56-5c53c6776459,CUST-c6ef19e0-d630-44bc-b85f-935bf25a6a91,leejeanette@example.net,2026-02-09,delivered,paypal,239.46,USD,web,2026-04-28T11:21:34.583374Z,"PSC 2205, Box 7695, APO AE 32459","713 Michael Shore, North Peterchester, AL 93356",,3ff8a7b0-f7ef-44eb-be84-bae2f959c61b,190.83.231.188,ORD_001,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/15.0.805.0 Safari/531.0",5-7 days,False
ORD-03eb1c30-995f-4685-89dd-c880f9687fb6,CUST-fe8368cb-8f2f-46a5-aea1-c86f31e9c63a,marywhite@example.net,2026-02-22,delivered,gift_card,3251.2,USD,web,2026-04-28T11:21:34.583618Z,"744 Freeman Estates, North Jasonshire, PR 51957","717 Jones Flats, New Aaron, AR 50663",,43b3aa16-0acf-4c24-973e-db9099b486f7,39.146.130.42,ORD_002,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/10.2y8523.0 Mobile/71B637 Safari/533.1",2-3 days,False
ORD-6b9c9fed-aa01-45dd-b52d-cd8cbf338121,CUST-7e716bdd-7b6b-44fc-973d-bec97733a4a8,hyoung@example.net,2024-11-20,delivered,debit_card,77.34,USD,mobile_ios,2026-04-28T11:21:34.583926Z,"Unit 7926 Box 6412, DPO AP 11385","14492 James Trail Apt. 760, Port Brendaberg, CO 88977",,e8332caf-d5d9-48f4-b3bd-2be892e650ab,89.22.179.76,ORD_002,Opera/8.25.(X11; Linux i686; kl-GL) Presto/2.9.188 Version/12.00,1-2 days,False
ORD-9d5a4f46-a78f-4b64-84e3-6f4231b13bbd,CUST-6fac97b1-dfac-4033-8f07-7795c6aa4919,bcaldwell@example.org,2025-01-26,cancelled,credit_card,2668.86,USD,mobile_android,2026-04-28T11:21:34.584138Z,"0077 Emily Corners Apt. 972, Jacobland, MA 34608","368 Gilbert Circle Suite 313, South Elizabeth, WY 92539",,a2bfc07d-677d-4435-acf3-b5598a91e46d,107.204.123.49,ORD_003,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.25.1 (KHTML, like Gecko) Version/5.0.5 Safari/535.25.1",1-2 days,False
ORD-4baf510d-544d-48bc-896e-a8f6ea0a12e8,CUST-6fadfa11-bd7e-4d61-8a13-67c82786b3d6,lrichard@example.com,2024-11-16,delivered,paypal,249.63,USD,mobile_ios,2026-04-28T11:21:34.584402Z,"0355 Rivera Trafficway, Lake Victoria, KS 58488","7726 Williams Stravenue Suite 044, Craigtown, NE 43469",,ddab9f44-3b11-4995-ac03-954957eea6ce,181.33.242.51,ORD_001,Mozilla/5.0 (Android 3.2.6; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,5-7 days,False
ORD-58b76c35-8356-4f1f-a4fd-fd82ded33104,CUST-b7066706-a2ad-44d8-949f-245e0142e190,solisjennifer@example.com,2024-11-19,pending,paypal,50.49,USD,mobile_ios,2026-04-28T11:21:34.584680Z,"609 Chang Trace, Tylerfort, MD 05759","8082 Dawn Lakes, West Josephchester, UT 60398",,501a8e94-bf04-4530-9885-c3d06cdd4111,145.70.223.61,ORD_005,Mozilla/5.0 (Windows NT 10.0; ku-TR; rv:1.9.0.20) Gecko/6082-01-14 04:56:11.571472 Firefox/3.8,2-3 days,False
ORD-822afd2d-4a6c-4bc1-9c6b-e785381148bd,CUST-38eceacc-deb3-461b-9a21-0d38437a12a9,garynoble@example.com,2026-03-10,delivered,bank_transfer,1082.37,USD,mobile_ios,2026-04-28T11:21:34.584970Z,"483 Jones Lodge Apt. 200, Marymouth, FL 81992","668 Watkins Passage Apt. 365, Maryshire, FL 46616",PROMO-4617,927e55d9-9ddc-4c7d-a22d-e090c030dbd2,28.162.74.125,ORD_005,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),5-7 days,False
ORD-f3a004a8-035c-44b1-b860-6841d7ad4212,CUST-180b3799-a995-4492-abed-9e48abb3a728,holly15@example.org,2026-04-23,delivered,credit_card,5264.77,USD,mobile_android,2026-04-28T11:21:34.585257Z,"71146 Owens Mountains, Port Gregoryberg, WY 39445","8793 Sierra Viaduct Apt. 262, Ethantown, ND 55583",PROMO-6836,bbd7b3e3-879d-471e-b22d-ebdab8c7a7ac,200.240.31.28,ORD_003,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.17.5 (KHTML, like Gecko) Version/4.0.3 Safari/534.17.5",3-5 days,False
ORD-2c548dd8-44a8-4a8f-9612-a9dcf6c119cc,CUST-a1d488f4-8de8-4d6f-b9f0-28d3e1cb438f,jessicaortiz@example.org,2025-05-29,delivered,bank_transfer,750.13,USD,mobile_android,2026-04-28T11:21:34.585503Z,"PSC 2627, Box 7484, APO AP 99642","1808 Joseph Corners Suite 061, West Juliefort, MI 63806",,e4415a57-ae73-412e-a2cc-73dabd188aab,41.161.28.51,ORD_005,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),1-2 days,False
ORD-205a052a-e226-45a2-a970-d439400b6219,CUST-552677b8-2d4d-46b3-b35d-51d5ab81fbcf,jerryortega@example.com,2025-12-05,delivered,paypal,1367.69,USD,web,2026-04-28T11:21:34.585724Z,"0168 Donna Meadow, Haasberg, HI 81698","85242 Ian Land, South Eugenetown, MP 81291",,2e4b7872-8e30-4dcc-928a-ffeea73e7bd1,104.151.19.203,ORD_004,Opera/8.54.(Windows NT 6.1; li-BE) Presto/2.9.176 Version/12.00,1-2 days,False
ORD-f7805d63-369f-4f2b-abf2-e37181cdd6da,CUST-599c7db4-ac4c-4543-b872-d1728722a7b9,bhenry@example.net,2024-12-14,pending,credit_card,356.89,USD,mobile_ios,2026-04-28T11:21:34.585984Z,"9700 Key Cove Apt. 429, Laurenton, FL 85666","8094 Ortega Shoals Apt. 450, Coleborough, NY 71815",,56780a34-39fb-4b4b-a890-430fa20e3335,109.253.78.141,ORD_004,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/61.0.889.0 Safari/534.2",3-5 days,False
ORD-7887fed5-304d-40c1-b799-176b52d8e2e4,CUST-dc92cf20-d63e-428d-8aab-739e609b1ebd,bthomas@example.com,2025-07-29,shipped,gift_card,-1082.4,USD,pos,2026-04-28T11:21:34.586265Z,"3328 Charles Shoal, Ginaland, MH 32330","309 Nicole Ramp Apt. 362, Jennifershire, MS 27204",,1eaeee74-e036-47e0-8c06-9d6a784f7afe,207.60.149.135,ORD_002,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),5-7 days,False
ORD-433ebd9e-82a9-47c9-9a51-f1e2260ad07b,CUST-ba6bf00f-1d1f-4a5b-829f-9df9b9d1af9c,travisyoung@example.net,2025-07-31,delivered,paypal,80.84,USD,mobile_ios,2026-04-28T11:21:34.586501Z,"066 Brandon Meadow Suite 009, Alishaton, WA 82882","511 Owens Lane Apt. 073, Russellmouth, VI 25863",,e001abcf-71b7-499a-bb31-724f37915ac1,88.46.130.71,ORD_003,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1; rv:1.9.2.20) Gecko/2024-06-10 12:20:38.721378 Firefox/3.8,1-2 days,False
ORD-c75a31c2-f77a-4515-8eea-d99c831206bd,CUST-552677b8-2d4d-46b3-b35d-51d5ab81fbcf,jerryortega@example.com,2026-03-17,shipped,bank_transfer,1051.56,USD,web,2026-04-28T11:21:34.586802Z,"60924 Williams Manors Suite 871, Elizabethport, RI 78115","62710 Boyd Corner, Skinnerton, TX 38065",,ce3c650a-760d-464d-8e6b-43d89e7291a7,153.131.140.17,ORD_004,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1),3-5 days,False
ORD-e3c6a10e-ef51-41da-98b0-23bfd37524e6,CUST-e83784dd-1021-42ea-a975-4901acd7477b,jamesbailey@example.com,2025-09-28,delivered,credit_card,407.73,USD,mobile_android,2026-04-28T11:21:34.587078Z,"322 Clayton River Apt. 838, Hoport, AK 29678","872 Kathleen Grove, Weavermouth, WV 58536",PROMO-7974,f13129ef-17ab-46ac-aa86-01a4225318fc,101.148.201.204,ORD_001,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.0),3-5 days,False
ORD-ad58c206-0779-4836-ae6f-17834ff589c1,CUST-076934fd-9c05-4c8e-9e95-7a0b9f15a193,jeremy51@example.net,2025-12-20,delivered,bank_transfer,880.02,USD,mobile_android,2026-04-28T11:21:34.587357Z,"22257 Michele Parkway, Floresburgh, WY 73155","31762 Denise Shore, Port Heatherhaven, WV 40452",,2fb73178-d1a7-4ffb-b434-8a0dfa0b8b3a,104.66.47.138,ORD_001,Mozilla/5.0 (Android 5.0.1; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,3-5 days,False
ORD-a53325a8-50b4-4181-a9a3-abc0b055d7d2,CUST-5e46d3bf-8f6e-4208-b725-bfc9ff223229,tabitha21@example.org,2026-01-24,shipped,credit_card,1013.7,USD,mobile_ios,2026-04-28T11:21:34.587642Z,"319 Kerri Hollow, Younghaven, AL 82155","411 Anthony Walks Suite 019, Christopherton, MO 41987",,02ec897d-7831-4674-ad93-83e5a4a1416b,111.149.114.237,ORD_003,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/44.0.867.0 Safari/535.0",2-3 days,False
ORD-1a04d509-2d4d-491d-835d-80bc6294f310,CUST-d223cda5-edf4-4374-b7f9-4fffc9f6cdd6,fletcherjonathan@example.org,2024-06-08,delivered,gift_card,926.06,USD,pos,2026-04-28T11:21:34.587904Z,"8932 Jonathan Ridges, Rebekahview, IA 90302","3145 Molly Centers, Nathanberg, IN 39551",PROMO-8056,54a49276-50a4-446b-9a39-729538208faf,79.80.194.123,ORD_003,"Mozilla/5.0 (iPhone; CPU iPhone OS 1_1_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/10.8g0005.0 Mobile/69D074 Safari/534.1",1-2 days,False
ORD-75989a54-39d0-4dce-b86a-54a13a0853b2,CUST-4f771522-51d5-4f2b-a2bb-e1927327a441,garyedwards@example.org,2025-12-02,delivered,gift_card,1255.64,USD,mobile_android,2026-04-28T11:21:34.588153Z,"2854 Gabrielle Village, Harrischester, FL 54285","4012 Hodge Centers Suite 690, Colliermouth, VA 53104",,b5f8e4c1-f9ec-4e91-9425-91ca2f426de0,126.60.232.227,ORD_002,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),2-3 days,False
ORD-c16a2056-35a9-4889-870d-7e061fbf300a,CUST-dc7d4af0-d9b1-4feb-942e-aee564826152,michelleknight@example.com,2025-07-30,delivered,gift_card,914.78,USD,web,2026-04-28T11:21:34.588460Z,"4256 Johnson Trail Suite 977, East Amandabury, CT 96508","748 Briana Oval Apt. 358, Richardhaven, CA 67648",,1bc2869a-0c57-4dec-9572-a3dec173a4eb,35.32.213.112,ORD_004,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; rv:1.9.6.20) Gecko/4822-08-08 05:00:35.205231 Firefox/3.6.2,5-7 days,False
ORD-8eff66ea-36b0-426c-87dd-3ed1c2fbb54a,CUST-adb34c35-aea4-483b-8136-e9680955bf8b,morenothomas@example.com,2024-11-21,confirmed,credit_card,5617.28,USD,web,2026-04-28T11:21:34.588748Z,"4944 Koch Vista Suite 914, West Kristinmouth, AL 63441","7347 Sawyer Loaf, Stevenstad, GA 89092",,1bdce8d1-b52b-47d7-be8a-7b97f209343a,160.71.248.6,ORD_005,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; nds-NL) AppleWebKit/534.7.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.7.1",1-2 days,False
ORD-867e467f-ea88-4e6b-b523-90d3cff98d0c,CUST-b5f862c7-5f95-4201-8656-b34c29c695e0,hursttanya@example.org,2026-04-21,pending,paypal,238.2,USD,mobile_ios,2026-04-28T11:21:34.589027Z,"836 Dustin Court Apt. 352, Cristinatown, SC 84106","545 Swanson Estate Suite 449, West Wayne, TN 86396",,3c8d9202-c211-4e92-b8cc-86f2d5609ac4,46.198.19.126,ORD_005,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/39.0.838.0 Safari/535.0",5-7 days,False
ORD-bd83edf7-567d-4c93-aa1f-2b4e8de89089,CUST-21bbc0ab-9040-419c-ba82-b3fe9f93f485,christian55@example.net,2025-05-25,delivered,bank_transfer,1435.46,USD,web,2026-04-28T11:21:34.589295Z,"PSC 6648, Box 0326, APO AP 30510","3979 Stewart Causeway, Lake Parkerfort, DC 95990",,5da914ae-ed1d-4d9d-81e5-50faca2bff06,90.111.84.63,ORD_004,Opera/8.16.(X11; Linux i686; et-EE) Presto/2.9.183 Version/10.00,1-2 days,False
ORD-43f3a0d3-7211-42c8-9a07-a4ce1ab5631a,CUST-cd058ce3-2fd7-4304-9cbe-c02167022241,andersenrobert@example.net,2024-09-19,pending,bank_transfer,1650.22,USD,mobile_ios,2026-04-28T11:21:34.589538Z,"878 Weaver Meadows, Port Austinchester, AZ 64893","9231 Shields Underpass, Olsonland, ID 36269",,4fafff65-ce8e-4d64-8450-72794a12bcd5,195.242.47.225,ORD_001,Mozilla/5.0 (Windows NT 11.0; ast-ES; rv:1.9.1.20) Gecko/4096-12-24 05:01:01.283936 Firefox/3.8,3-5 days,False
ORD-eec9690c-980a-4b77-b846-40bc94b6709a,CUST-e4d67b33-cd7b-4838-9793-91eb159af18f,rose78@example.net,2025-12-15,delivered,bank_transfer,577.91,USD,pos,2026-04-28T11:21:34.589828Z,"492 Kyle Skyway Suite 003, Port Nancyfurt, MT 59390","34315 Stevens Run, Jacobsonberg, GA 54709",,1a04ce79-817c-4d44-9d06-4510b75bd2ec,158.200.56.236,ORD_004,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/35.0.879.0 Safari/534.0",5-7 days,False
ORD-330a0e9d-7bbd-4450-baa2-9c87b6768043,CUST-94d827e0-d1e3-489d-98e4-09a0fe68a239,frederickdana@example.com,2024-05-15,shipped,paypal,511.44,USD,mobile_android,2026-04-28T11:21:34.590091Z,"PSC 0198, Box 4952, APO AE 29857","55542 Ferguson Glens Suite 188, Michaelport, KY 05234",,ea37d326-237f-4f0b-85f7-98206675d9cf,146.114.62.129,ORD_004,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),5-7 days,False
ORD-2ca82c67-1178-4aa9-ac68-332c158e3f59,CUST-0a6adc09-4545-4511-8dce-b536e9b26fb5,laura64@example.org,2025-10-01,delivered,bank_transfer,3817.31,USD,mobile_android,2026-04-28T11:21:34.590319Z,"64093 Chelsey Passage, Karatown, SD 20669","21263 Reyes Divide Suite 954, Hesterview, AK 88801",,14dd9480-21b6-4c13-b886-d8099a508f29,114.228.3.113,ORD_002,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.5.1 (KHTML, like Gecko) Version/4.0 Safari/531.5.1",1-2 days,False
ORD-89cba654-fc64-4528-9c07-25581b6350ae,CUST-7e716bdd-7b6b-44fc-973d-bec97733a4a8,hyoung@example.net,2024-07-21,shipped,gift_card,420.2,USD,mobile_android,2026-04-28T11:21:34.590587Z,"9292 Julie Glen Apt. 445, Jamesberg, OR 52148","783 April Ferry, Port Garyton, FL 50409",,f5e83cff-907e-4d6b-8ded-01eecbb9a92f,110.17.225.96,ORD_004,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5797-01-26 00:57:37.816666 Firefox/9.0,3-5 days,False
ORD-9e4d260b-57ff-4457-bd5b-0b901375c30d,CUST-79987809-fa6d-4976-a62d-68169efdb862,lewisjohnny@example.net,2025-12-22,shipped,paypal,137.47,USD,mobile_ios,2026-04-28T11:21:34.590789Z,"120 Cruz Crest, Gibsonburgh, FM 26541","9247 Williams Flat, Nicoleshire, AL 34676",,11b109f2-71fa-450e-9979-740dd7f4db2b,15.190.207.69,ORD_003,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4 rv:5.0; mr-IN) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.0.4 Safari/532.46.7",2-3 days,False
ORD-7bfda11d-bd9b-4723-81f2-d215258d3e9f,CUST-cec4691a-2e92-43f3-b582-b9dde17ac44b,zanderson@example.net,2025-04-20,delivered,debit_card,2508.78,USD,web,2026-04-28T11:21:34.591076Z,"7327 Morris Course Apt. 872, Nicholasland, MP 90946","426 Christopher Fields, Port David, DE 69120",,0810d684-931e-492e-b1e8-cd06fbf93d1c,217.208.171.163,ORD_002,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5896-06-08 07:24:47.674194 Firefox/3.6.2,2-3 days,False
ORD-34ab6c2b-8040-4ae6-a557-ce2b37c76936,CUST-5b47081b-f4ff-402a-9602-9681402858d0,tateaaron@example.com,2026-04-04,delivered,credit_card,1056.48,USD,mobile_ios,2026-04-28T11:21:34.591361Z,"624 Clark Crest, Loriburgh, VT 29180","3621 Nicole Parkways Apt. 742, Lake Annestad, AS 64237",,b3267a6f-05c7-4e0a-8f67-e8d2841ccf46,135.233.159.135,ORD_001,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/21.0.899.0 Safari/535.2",1-2 days,False
ORD-75c2ba5b-a437-45be-83bd-af734507f70d,CUST-088c84b0-3a72-4ab6-80c7-d9eb8d72dfc2,rrowe@example.org,2026-03-21,shipped,debit_card,1768.14,USD,mobile_ios,2026-04-28T11:21:34.591647Z,"19623 Hall Burgs, South Markfort, MO 65679","7537 Julie Curve, East Christine, ME 10238",PROMO-8160,8625fa48-c70c-4ff3-8b4f-f0db4d0b3472,210.114.59.96,ORD_005,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/26.0.864.0 Mobile/76T536 Safari/531.0",5-7 days,False
ORD-c8a13dc8-c25f-4de5-88be-bde0d019ffc4,CUST-1887735a-3baf-415a-a47c-9b3b7aec878f,courtney91@example.org,2025-10-10,confirmed,credit_card,48.3,USD,mobile_android,2026-04-28T11:21:34.591896Z,"19547 Wilson Fork Apt. 997, Tamaraview, OR 54228","4432 Michael Springs, Elizabethfort, NH 02085",,b0932b62-9e1b-42a1-829e-0d7af08b3148,213.3.85.216,ORD_002,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2266-06-29 21:10:23.393585 Firefox/3.8,1-2 days,False
ORD-c06d51aa-ea87-49c7-a3ba-48502b92277c,CUST-cf9a362a-b6ee-4789-a3f5-f7e5f8bbadce,duncanbrandon@example.org,2025-04-01,delivered,bank_transfer,1427.47,USD,mobile_ios,2026-04-28T11:21:34.592178Z,"241 Kendra Radial, West Joseview, NJ 17949","455 Sawyer Locks Suite 877, East Tiffany, FL 49326",,20d58ae6-b295-47ae-8977-1e793725cdcb,216.171.230.37,ORD_002,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.41.2 (KHTML, like Gecko) Version/5.0 Safari/534.41.2",2-3 days,False
ORD-2c71f210-3397-43bc-9dec-5193be6db5c3,CUST-2cf18d62-59e3-432e-8a10-ef26dd824780,baxterlawrence@example.com,2024-08-25,delivered,paypal,33.12,USD,pos,2026-04-28T11:21:34.592358Z,"USS Blackburn, FPO AA 41937","2342 Stone Plain Apt. 660, New Amyport, ND 94691",PROMO-6578,6967d299-36a0-4a67-892f-49d97c29ab33,19.235.165.132,ORD_002,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5366-08-12 08:53:31.216141 Firefox/5.0,3-5 days,False
ORD-d9a09812-cd43-4d20-be5d-95a8377336a4,CUST-1c102ff5-634f-48aa-9680-d501574c03cd,jennifer36@example.net,2024-11-09,delivered,bank_transfer,3317.61,USD,web,2026-04-28T11:21:34.592633Z,"USCGC Stout, FPO AA 92021","5197 Young Rue Apt. 963, Wilsonshire, CT 05998",,8d21f5ba-0103-476b-aa8f-d468a2040383,26.122.105.175,ORD_005,Opera/9.44.(X11; Linux i686; az-IN) Presto/2.9.182 Version/10.00,2-3 days,True
ORD-196d6369-aa94-4c01-bf43-c3cbda7ad5d6,CUST-b6c6f714-27f0-467d-a6af-c44f4ea8e715,tonywatson@example.com,2024-09-29,delivered,paypal,118.18,USD,web,2026-04-28T11:21:34.592873Z,"115 Guzman Plaza, Carlmouth, ND 71608","1944 Bender Extension, East Stevenstad, FM 98773",PROMO-6053,39dea5a0-c333-4076-ae06-85cd0a26fef9,50.166.61.47,ORD_002,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),5-7 days,True
ORD-261f4150-8068-4d27-9d4f-bb9705b5b868,CUST-77bf29b6-ab94-44ac-a092-2f896883185c,cooperchristopher@example.com,2025-11-04,delivered,paypal,3879.02,USD,web,2026-04-28T11:21:34.593138Z,"866 Scott Walk, Floydton, UT 34105","8738 Allison Springs, Allisonland, IN 21851",,0455b9f7-ab13-40b7-a127-b5c91465ce8c,151.202.151.83,ORD_001,Opera/8.44.(Windows NT 6.2; yo-NG) Presto/2.9.176 Version/12.00,1-2 days,False
ORD-c2fcc8ed-816b-4ca8-b20d-91fa1e7108d8,CUST-f4dd5ba2-76ff-4f74-8dfc-c9d2dd211dc9,tcollins@example.org,2024-12-22,delivered,gift_card,140.71,USD,mobile_ios,2026-04-28T11:21:34.593409Z,"USCGC Lewis, FPO AP 63967","3865 Anderson Turnpike, East Kyleberg, WV 85911",,f1e075b1-a754-477c-9b00-32af4654ff25,144.46.247.242,ORD_004,Mozilla/5.0 (Windows 95; uk-UA; rv:1.9.1.20) Gecko/9498-04-02 20:45:19.318878 Firefox/3.6.7,1-2 days,False
ORD-33d349eb-720c-42ef-a5d1-1aaf6100ab51,CUST-e88646ae-53f3-4ee0-b80b-801b9b0ed884,gnelson@example.net,2025-12-27,delivered,debit_card,3022.24,USD,mobile_ios,2026-04-28T11:21:34.593673Z,"USS Smith, FPO AP 58008","2412 Morse Route Suite 968, North Williamshire, UT 05506",,4ca6738c-dc49-4cc1-ba8e-fc683d057fa9,124.231.199.133,ORD_004,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),1-2 days,False
