customer_id,first_name,last_name,email,phone,city,state,zip_code,loyalty_tier,loyalty_points,joined_date,is_active,acquisition_channel,referral_code,marketing_opt_in,account_status_code,last_login_at
CUST-d736e6a8-7235-43fc-930d-707a7ef2bc52,Chad,Smith,derrickgentry@example.com,+1-693-812-2585x223,New Laurahaven,RI,17992,bronze,5862,2025-10-18,True,referral,,False,A001,2026-04-17T19:01:55.787648Z
CUST-bbd2c2bf-f9ef-4c11-ab70-1cd9933eb5d7,Jacob,Allen,kcooper@example.com,419-338-5701x3721,South Richardborough,IA,59822,bronze,2121,2022-04-03,True,social,,True,A001,2026-03-26T23:18:47.474786Z
CUST-775cab99-251e-4564-9a02-f34b9cfb859f,Todd,Smith,tomwilliams@example.com,252-280-0322,Lake Diana,TN,91953,gold,1016,2025-09-06,True,email_campaign,,True,A001,2026-03-21T10:04:55.631573Z
CUST-3789d210-1f08-4f33-84f9-05055ff6295f,Kyle,Phillips,wcobb@example.com,+1-394-555-0136,Lake Dennis,GU,33490,bronze,11999,2025-04-05,True,email_campaign,REF-0852,True,A001,2026-04-25T14:51:39.180505Z
CUST-a0bb8fe7-7ddc-44b5-a636-97bf41842894,Jennifer,Grant,kknox@example.com,938.639.6274x07232,New Jayhaven,AZ,12667,gold,3157,2025-02-03,True,referral,,True,A001,2026-04-27T08:55:52.274117Z
CUST-4cd4c050-837b-4925-9c6f-b2ff75d55caf,Bonnie,Mckinney,adrianacase@example.org,981-613-7065x51451,Snyderton,VT,96982,gold,8036,2023-02-25,True,social,,True,A001,2026-04-08T04:25:28.637747Z
CUST-401ca170-98ff-474d-8f91-ffa981ce5e49,Samantha,Clark,schaeferbrandon@example.net,(323)866-1304,Port Susanmouth,NM,17849,bronze,3334,2024-10-26,True,organic,,True,A001,2026-02-26T03:44:06.966119Z
CUST-71dbb07e-6db2-4d06-b8e0-f0b164822742,Emily,Howe,brandonjackson@example.com,551-886-7368x848,East Lindsay,WA,22210,bronze,1594,2024-03-21,True,email_campaign,,False,A001,2026-03-13T23:02:37.100022Z
CUST-4d5ce5a8-d985-4661-ae4f-5a854217d601,Jeremy,Lewis,felicia58@example.com,6316947645,New Kristinton,DC,98396,bronze,8921,2023-06-05,False,organic,,True,D003,2026-02-28T16:18:58.923944Z
CUST-1db388df-c6e5-46de-9678-e6d3875a2e54,Samuel,Brown,macdonalddeborah@example.org,001-838-754-6428x3593,Brownfort,WV,65894,silver,7056,2021-11-09,True,referral,REF-3661,False,D003,2026-02-16T05:23:40.438651Z
CUST-009d8dbf-0827-4516-8f3b-41fcaeabe6c6,Dawn,Gibson,ruiznicholas@example.com,001-914-834-5685x615,South Natalie,MT,77883,silver,9081,2024-09-14,True,referral,,False,D003,2026-02-11T11:57:37.621463Z
CUST-e5f3acfd-b0d0-4e93-8632-f2b2bf715472,Sandra,Douglas,aliceboone@example.net,424.330.6672,Arielbury,AS,30144,silver,9197,2026-01-01,True,social,,True,S002,2026-02-03T21:12:54.259304Z
CUST-c9f4c360-c622-4bac-baf2-1957241ac4d8,Ryan,Rodriguez,ltorres@example.net,+1-316-961-2494x6394,Lake Luisburgh,NE,28221,gold,2275,2025-05-09,True,organic,REF-2249,True,A001,2026-04-06T16:45:11.637243Z
CUST-56511fac-77ef-4415-8059-bc81cded5178,Stephanie,Clark,benjamin57@example.com,+1-345-961-3552x788,Barkermouth,WV,09457,platinum,10044,2025-01-31,True,referral,,True,A001,2026-02-05T15:11:39.734045Z
CUST-93271ed6-9df0-4873-8810-7fc42b46c7e3,Ralph,Archer,kimberly45@example.com,774.572.0489,Port Cory,NC,15762,silver,11166,2024-08-18,True,social,,True,A001,2026-04-15T17:47:11.882514Z
CUST-ec175f82-ee3d-4053-8aaa-3ae157749a71,Susan,Cox,hollyramos@example.org,001-600-769-8190,New Joseph,NM,12661,bronze,4380,2022-10-03,True,email_campaign,,False,A001,2026-04-12T18:22:33.108196Z
CUST-c4915a30-f624-411e-8210-d6f7137accca,Sarah,Rodriguez,pstrickland@example.net,+1-219-560-2721x7711,West Cynthia,PA,40799,silver,4298,2025-04-04,True,social,,True,A001,2026-02-28T16:21:31.852094Z
CUST-416541f3-8272-4c52-a0f9-557425ec9b2e,Deborah,Williams,crivera@example.com,954.355.6823,Port Daniellefurt,GU,57335,gold,9053,2023-07-19,True,email_campaign,REF-8616,False,A001,2026-02-23T11:40:19.879223Z
CUST-67a94b04-fef4-43d3-98cf-18f0a670faf2,Veronica,Cunningham,juliacallahan@example.net,7343941341,New Angelafurt,UT,55597,bronze,4664,2022-04-23,True,paid_search,,True,A001,2026-03-01T23:02:33.317882Z
CUST-c4fff0de-25ef-491d-a3f0-9d730a74c77a,Brittany,Johnson,kristinathomas@example.net,588.305.2611,Port Jerome,GU,48584,bronze,11816,2021-10-07,True,social,REF-1662,True,A001,2026-04-13T12:47:22.751609Z
CUST-78a176d3-9d03-41c3-a5c7-228ac31a2fd4,Donna,Cox,singletonbruce@example.com,265.392.4172x60323,Lake Kimberly,OR,36058,silver,56,2023-12-23,True,referral,,False,A001,2026-04-03T22:44:22.499676Z
CUST-388b160d-9048-4541-b5cd-317bb62ccbb3,Paul,Vaughn,grahamryan@example.net,+1-771-332-5402x3407,Audreyport,AZ,15251,bronze,9792,2024-04-29,True,referral,,False,D003,2026-04-09T18:44:13.243936Z
CUST-e09289f7-e6bb-48c2-9e09-13fd1e666109,Pam,Miller,hallmark@example.org,(704)706-3979x6146,Josephbury,NV,01343,bronze,4531,2024-12-09,True,paid_search,,False,A001,2026-02-19T08:53:48.188058Z
CUST-aa71742a-def3-44b1-a192-af9d5ce773ba,Todd,Leblanc,jesse36@example.com,001-869-665-8201x6265,Brittanyhaven,ID,05423,gold,1564,2025-01-28,True,email_campaign,,True,D003,2026-02-13T06:32:36.467138Z
CUST-54c3416f-e94b-4105-a3a4-301e19250f90,Julie,Johnson,davisjulia@example.net,704-819-9215,North Travishaven,MS,12655,gold,8255,2024-09-01,True,social,REF-0112,True,D003,2026-02-06T23:03:04.121163Z
CUST-a243912f-78c2-45ba-873e-5d4909e29b82,Carol,Galloway,michellefoster@example.com,5559304600,West Edwinport,KS,82945,bronze,11347,2024-10-08,True,organic,,True,A001,2026-02-10T12:53:58.330782Z
CUST-b08b673a-27e2-4063-8923-e68f2c911ab0,Jacob,Chandler,shannon43@example.org,885-832-7134,Welchbury,CA,07858,gold,3262,2023-08-17,True,paid_search,,True,D003,2026-04-20T17:07:49.841968Z
CUST-86022858-e058-45ff-b2b6-ee8c13a579e1,Jacob,Romero,mreed@example.com,(398)482-4382x497,Danielland,FL,49552,silver,355,2024-07-04,False,organic,,True,S002,2026-03-14T20:45:18.303425Z
CUST-ae0af230-1665-45bd-b4b9-3900e32f9fca,Kristin,Montgomery,vgoodman@example.net,001-520-702-9951x93006,Hernandezmouth,IL,01719,bronze,11493,2021-07-23,True,paid_search,,False,S002,2026-02-18T17:33:05.680902Z
CUST-425de880-ded7-42c6-8e62-9c8248b0cfc8,Justin,Morgan,bowmannathan@example.org,417-940-8050x8796,Krystalshire,ME,98761,bronze,10859,2025-12-23,True,paid_search,REF-2487,False,A001,2026-03-28T12:24:00.380475Z
CUST-636eb7cb-a362-4f5e-ad77-06bc5c4e2a40,Jennifer,Galloway,james02@example.net,+1-711-531-4438x427,South Arthurchester,NM,92587,silver,3710,2023-12-01,False,paid_search,REF-8538,True,A001,2026-04-27T14:14:25.327649Z
CUST-4b9d3282-323f-4534-9297-1b980f4d1b8c,Gordon,Welch,smithanthony@example.org,+1-917-368-1904x147,Lake Joseph,NY,87273,silver,5389,2023-08-19,True,organic,,False,D003,2026-03-31T02:09:41.224830Z
CUST-d0e0ad1f-5424-410f-8fff-019014446529,Matthew,Patel,jamesrasmussen@example.net,(696)855-1315x96299,Pattersonton,NV,93969,silver,7168,2024-02-24,True,social,,True,A001,2026-02-10T07:36:43.175028Z
CUST-a64e0578-b7ff-4810-88f4-d903b4d5d26d,Sarah,Phillips,jowen@example.org,216-933-7985,Johnsonmouth,AL,77667,gold,8645,2023-07-01,True,email_campaign,,False,A001,2026-03-22T03:04:47.097968Z
CUST-d7d33117-be52-40e0-aa2a-fe0e7787da1b,Joshua,Clark,stacy29@example.net,(352)558-7307,South Scottport,PA,60824,bronze,8140,2021-07-11,True,paid_search,,True,A001,2026-03-14T17:45:45.893708Z
CUST-7cc29c9d-563d-4e63-b62b-e1de1e48ab14,Joseph,Shaw,dillonbrown@example.org,+1-626-303-4452x156,North Patrick,VA,70498,silver,8170,2026-02-05,True,social,REF-3820,False,A001,2026-04-09T20:31:16.411058Z
CUST-9b1d9ce2-abf6-49e0-8e58-966d315809bc,Roberto,Sandoval,pruittsandra@example.net,229.931.6589,North Jonathanbury,KS,17015,gold,4759,2022-12-08,True,organic,,False,D003,2026-02-06T01:17:13.377336Z
CUST-1796002b-160f-4052-b68d-8ecbe216db7c,Ryan,Braun,wilkinsonelizabeth@example.org,001-483-372-0299x7813,South Sabrina,MS,34309,silver,6666,2022-09-14,True,social,,False,A001,2026-03-03T07:28:49.257029Z
CUST-b1617712-5972-4dea-a5bc-de8d9954e36f,Amy,French,sophianorris@example.net,001-228-809-4065x97147,Robertfurt,IL,48701,bronze,2159,2021-10-16,True,organic,REF-3645,False,A001,2026-03-29T18:36:36.350169Z
CUST-511eaf97-308f-4bc1-8ac0-b55d4e43db07,Daniel,Blake,dmcneil@example.com,6114117385,Williamside,WI,40985,bronze,6388,2022-03-15,True,email_campaign,,False,S002,2026-03-10T01:28:34.117887Z
CUST-7bc217f7-a0b8-4497-bb50-7982ca304721,Kathy,Elliott,daniel42@example.net,+1-608-498-6938x5786,East Richard,MD,40713,bronze,4023,2022-04-18,True,social,,True,A001,2026-03-29T00:26:54.744068Z
CUST-ab115bf2-c43b-43d3-bbbb-b123cc6c31a5,Joshua,Schmidt,cgomez@example.net,001-890-625-9748,Taylorton,GU,48878,bronze,7812,2023-06-16,True,referral,,False,A001,2026-04-24T02:23:46.505032Z
CUST-90878239-1cfb-474f-bd55-be08db3173eb,Ryan,White,cobbdavid@example.org,001-442-202-3122x9717,West Robert,AZ,88423,bronze,4237,2023-03-02,False,email_campaign,,True,A001,2026-01-31T22:17:23.621597Z
CUST-c195be69-f639-45ff-b281-2fb7ebec9b6b,Jacob,Yoder,youngtami@example.org,+1-845-228-8948x3847,Taylorton,MS,87778,silver,8234,2025-12-30,True,email_campaign,,True,S002,2026-04-02T12:19:10.265969Z
CUST-fa007df0-8ca2-461c-988d-cc79baf7be77,Richard,Waters,josephjones@example.com,+1-941-331-4590x0974,Waltonside,HI,34080,bronze,3055,2022-06-08,True,referral,,True,A001,2026-03-13T11:34:30.135805Z
CUST-47fdc19f-b69d-4715-a6b4-631c77f83ecc,Alexandria,Smith,kennethbernard@example.net,(630)222-8941,South Chelseashire,OR,00685,bronze,3555,2021-09-02,True,referral,,True,A001,2026-03-13T22:08:09.464324Z
CUST-2357fbd1-b12c-45db-af72-95152b42bb81,Morgan,Williams,joseph53@example.org,(422)495-6816x295,Hopkinschester,MP,22703,silver,8938,2021-07-19,True,paid_search,,True,D003,2026-02-16T19:18:01.572187Z
CUST-cb5be5cd-c6a7-4491-ada3-8e2735819403,Sherry,Lloyd,stokesbrian@example.com,(790)217-4968,West Emilyside,AR,02713,silver,8334,2026-03-16,True,referral,REF-6240,True,D003,2026-02-10T23:30:05.130217Z
CUST-aa32864c-ae1e-4456-8be3-a18aac57401e,Jennifer,Carson,jennifer87@example.org,302-494-0711,East Angela,ND,25425,bronze,5668,2023-01-21,True,paid_search,,True,S002,2026-04-16T20:36:37.081076Z
CUST-cdb1970a-785f-418e-ae10-e6861a7bee60,Patricia,Collins,richard07@example.net,(576)577-3731,East Michaelchester,AS,71682,bronze,8864,2022-05-05,True,paid_search,,False,A001,2026-02-25T11:45:57.138390Z
CUST-bf9a19b2-fc67-4135-8dd4-70b990ee1f23,Anthony,Smith,margaret06@example.com,(379)366-2546x7530,South Jessica,NC,15356,silver,11276,2024-06-03,True,referral,,False,D003,2026-03-25T03:29:06.346758Z
CUST-cc062543-3656-42c4-8c25-44fd4f972c77,Clifford,Holden,charlesbrown@example.org,(639)413-2313,Hoopershire,MP,71326,silver,4148,2024-10-27,True,email_campaign,,True,D003,2026-02-09T13:49:07.133630Z
CUST-18056057-5a34-4180-9686-d19fbe10454e,Tyler,Holmes,kathrynbell@example.com,641.690.7509,West Cheryl,ID,03599,bronze,11234,2021-05-27,True,organic,,False,S002,2026-03-03T23:31:48.260795Z
CUST-e0e42a9f-bee6-489f-98d1-c737cdb78865,Megan,Lopez,walter63@example.org,(521)999-6478,Millerville,UT,82048,silver,1701,2026-01-30,False,paid_search,,False,S002,2026-03-14T21:46:53.814682Z
CUST-3974728b-ac1d-480e-beab-a1342e5aa3ac,Regina,Moreno,zhughes@example.com,708-444-1274x7744,Taylorhaven,NC,53691,gold,1453,2025-01-29,True,referral,,True,A001,2026-02-08T17:48:36.081770Z
CUST-b09bde85-eee6-467c-9caa-a7f066c2bfe0,Mary,Wells,jessica08@example.org,+1-283-947-4520x3747,South Willie,FL,23423,bronze,9131,2025-03-20,True,social,,True,S002,2026-02-05T02:54:12.016941Z
CUST-5d5502fb-1990-4e1a-b908-b9f7b7fd9e7d,Timothy,Harding,zvillanueva@example.net,954-953-1579x7327,North Sherryberg,NV,58791,bronze,10440,2024-11-07,True,referral,REF-7601,False,A001,2026-03-12T03:51:38.835382Z
CUST-66d18438-a242-4950-803c-822c3f7fe3f8,Brittany,Morrow,valenciamary@example.org,865-833-6017,East Michaeltown,VI,47204,gold,2181,2026-02-23,True,email_campaign,,True,D003,2026-04-19T23:21:41.451299Z
CUST-c62727de-27cc-44c4-a2e3-9d1865a18bb9,Ricky,Henry,tleblanc@example.com,875-872-2176x61104,Shannonville,LA,58165,bronze,6025,2021-10-17,True,paid_search,,True,A001,2026-04-08T23:41:25.003077Z
CUST-fb17bdc7-cf50-44c5-85dd-5989e80c6d04,Barbara,Maxwell,lcunningham@example.org,238-585-3879x282,Martinshire,DC,01167,bronze,3591,2024-10-25,True,paid_search,,True,A001,2026-03-17T04:54:03.226901Z
CUST-030de420-51d0-428a-ac1f-9fb6ab060a18,William,Butler,valerie38@example.org,001-740-200-2217x447,New Tinaland,TN,24582,silver,10180,2022-05-24,False,organic,,False,D003,2026-04-26T06:49:54.778279Z
CUST-40b1047f-d68d-498d-b6ce-4a63ad351f7e,Luis,Christian,zwalker@example.com,437.865.8304x257,Aprilport,MP,33723,bronze,6250,2022-03-30,True,organic,,True,A001,2026-03-16T18:35:16.999633Z
CUST-1625bc7c-e330-49ca-bac3-cc68a48be31e,Michael,Martinez,lalvarez@example.com,+1-677-316-7498x1232,South Stacy,CA,84155,silver,3338,2025-08-11,True,social,,False,D003,2026-02-05T01:46:45.559660Z
CUST-27002521-339e-4332-a74f-488b5ac3de97,John,Harris,davidflores@example.com,(259)752-6695x3762,Mckayberg,HI,53797,bronze,9277,2025-05-08,True,paid_search,,True,A001,2026-03-21T11:34:34.332891Z
CUST-5890c5d5-0865-49cc-9c77-090c04639cc7,Frank,Prince,bkelley@example.com,001-663-397-5017x146,Jimmyside,MT,04097,bronze,6856,2021-09-18,True,social,,True,S002,2026-04-19T06:02:19.838997Z
CUST-99a591b7-78d4-42f0-84be-16e99e3c8c88,Chase,Austin,mperkins@example.net,499.996.0617x23523,South Travis,NE,90712,platinum,2377,2024-11-20,True,social,,True,A001,2026-04-18T01:33:42.291263Z
CUST-f7ac17b1-de3f-42cb-87fd-88741ad6fd7e,Dustin,Hopkins,gonzalezlori@example.net,+1-383-392-5725x05688,Perezview,TN,40425,silver,528,2025-09-27,True,social,,True,A001,2026-04-04T16:36:02.337688Z
CUST-f9f256ee-1a98-4f4a-bff2-2d98c87d0acd,Alexander,Clark,danielwhite@example.org,9087768422,New Kellybury,GA,34115,bronze,11684,2023-03-29,True,referral,,False,A001,2026-02-22T05:20:22.220758Z
CUST-586e4a32-6489-4770-8446-8fbf58b283d6,David,Garcia,crobinson@example.net,001-674-488-6906x6683,South Timothy,MO,62340,bronze,4566,2022-12-29,False,organic,REF-8342,False,A001,2026-04-19T04:00:08.234773Z
CUST-566399a4-1052-4a58-9ec5-0d7796153981,Denise,Guzman,rosaleszoe@example.net,206-800-7853x3509,East Gregory,ME,14764,bronze,5284,2024-02-09,True,email_campaign,,False,A001,2026-02-21T00:51:16.437034Z
CUST-a222b61c-76a2-40e5-9499-1b4d5b32c3dd,Carlos,Bridges,cheryl22@example.net,001-613-735-4906x394,Maynardtown,MH,29191,bronze,10225,2023-08-02,True,organic,,True,A001,2026-02-14T06:37:45.822289Z
CUST-d81174b1-4609-42ff-9df7-406be5a324e7,Pedro,Rodriguez,lynn49@example.org,+1-405-764-8528x941,Danielshire,MO,07751,bronze,7043,2025-10-25,True,organic,,True,A001,2026-03-27T04:35:23.776942Z
CUST-6fef723e-6d57-48d3-8648-19fc1732dd2d,Tiffany,Duncan,larry11@example.net,4904290954,North Aaron,VI,48841,bronze,1460,2024-05-07,True,email_campaign,,True,A001,2026-04-17T21:52:35.313753Z
CUST-4d923a96-963a-4f5c-bae9-dc31ee3113a2,Carrie,Contreras,robertsbrandon@example.org,532.569.5567,Lake Julie,PR,98364,silver,7969,2021-07-03,True,paid_search,,True,A001,2026-03-07T16:31:28.534629Z
CUST-07775df0-1e49-476c-9ae7-1339daeb07cd,David,Johnson,aanderson@example.com,3764156884,East Anthonyfurt,ND,78128,bronze,375,2021-10-20,True,paid_search,,True,A001,2026-01-31T07:20:34.575508Z
CUST-5da8e6ef-eeba-45f0-a8cb-762b023d8620,Ashley,Valdez,donald38@example.org,317-462-0688x1460,Yangport,HI,01307,silver,7805,2023-08-14,True,paid_search,,True,S002,2026-02-11T22:03:12.361249Z
CUST-3ae89ac3-2ad0-4441-bfd4-d9ba2e3a417d,Christopher,Hardy,harrisonmark@example.net,(976)283-7800x3301,Jasonborough,IA,95135,bronze,8991,2023-07-25,True,email_campaign,,True,S002,2026-02-21T00:37:50.847879Z
CUST-94c166a5-4c73-4654-86cb-11b110567ad7,Ashley,Carney,gonzalesbrad@example.org,+1-788-851-9479x82693,Piercemouth,VI,88741,bronze,5463,2022-06-16,False,social,REF-0132,True,D003,2026-04-01T09:37:44.200518Z
CUST-a306f691-b032-4254-8c86-2f3f321e091d,Wendy,Bowers,ronaldstewart@example.org,001-594-336-7268x22161,Baileyside,MD,97882,bronze,1656,2024-05-20,True,organic,,True,D003,2026-02-13T20:05:05.656720Z
CUST-a7856fa1-eda6-4f7a-a43b-c43b9f802e9a,Heather,Savage,david03@example.com,700-462-5315x268,South Shawn,NE,47968,bronze,11932,2022-06-07,True,organic,,False,A001,2026-02-06T15:18:34.719040Z
CUST-0905ed1f-d916-45a7-90c9-5a54d95e1e42,Kevin,Nguyen,jcole@example.net,001-616-501-7670x67832,East Ryan,ND,52349,bronze,4815,2024-10-06,True,paid_search,,False,A001,2026-03-30T17:32:15.438811Z
CUST-5ef931e5-134e-49e6-a6b0-ba72834ee991,April,Garner,alexandercarter@example.com,(986)455-9838x8392,Floresmouth,RI,11475,bronze,9362,2022-01-08,True,paid_search,REF-3821,True,S002,2026-02-10T23:47:50.260516Z
CUST-175ee88f-1785-4dfb-bf47-16c7b251f492,Alexis,Davis,robert99@example.com,589.467.8345x45251,West Elizabethborough,VA,09105,gold,10076,2025-08-14,True,referral,,False,A001,2026-02-22T05:09:55.374381Z
CUST-b83d6dc0-3d8e-4fe7-987e-9aede3e65065,Sean,Price,fernandezlaura@example.com,780.547.7689,Marieshire,IN,28163,silver,3030,2021-11-07,True,paid_search,,False,A001,2026-02-25T07:37:28.843418Z
CUST-f0264b9e-f5eb-4670-a794-177bdf6a3b88,Rodney,Greer,jennifer24@example.org,+1-504-585-3398x000,North Michael,OR,57333,bronze,11408,2024-08-11,True,organic,,True,D003,2026-03-09T21:35:04.127731Z
CUST-7e7b632a-b1c5-4204-a683-b75af9d30bcc,Brett,Hamilton,christopher07@example.org,001-971-393-6301,Jasonton,DC,84645,bronze,11936,2024-04-01,True,paid_search,,True,S002,2026-01-29T16:34:41.850322Z
CUST-7601b104-0d9b-4b0f-9db0-64be1e3e5414,Allison,Holmes,olsenchristian@example.org,(787)256-8439,Rodriguezside,ND,98459,silver,5365,2024-11-09,False,social,,True,A001,2026-03-17T13:50:51.002500Z
CUST-860c9935-f6dd-46ea-b41f-4f8d976a35a4,Teresa,Nunez,denise76@example.org,(826)741-1164,Port Candice,WV,06057,bronze,2581,2025-01-03,True,organic,,False,A001,2026-04-19T23:52:51.850897Z
CUST-38cc8a2f-ef57-4c9f-a7c5-776880f90387,Tammy,Woods,flittle@example.org,001-657-322-8478x02826,Lake Ryan,OK,87792,bronze,9678,2023-09-08,False,email_campaign,,True,D003,2026-04-06T07:13:45.392294Z
CUST-3a795e66-588b-4be1-9e93-169b90bd494d,Greg,Johnson,jonathan83@example.com,+1-449-415-2932,West Cynthiaview,ME,41163,bronze,1829,2024-04-21,True,social,,False,A001,2026-03-08T13:06:55.519117Z
CUST-16a60cab-36a0-4126-8560-fe066e57a970,Emily,Kim,natashamay@example.org,(304)278-2416,North James,IA,95687,bronze,9346,2021-08-04,True,email_campaign,,True,A001,2026-04-14T17:06:27.491366Z
CUST-ad22b5eb-1bc1-4b64-9213-472aceb5b601,Cynthia,White,joelthompson@example.org,(859)255-7391x7924,Wilkinsonborough,ND,85175,silver,7347,2021-06-04,True,email_campaign,,True,A001,2026-04-20T22:57:04.594084Z
CUST-6e52a7ee-f43d-4633-b213-8548c54632c7,Charles,Anderson,bailey39@example.net,410-343-4589x180,Lake Timothy,UT,77000,silver,11991,2023-01-12,True,paid_search,,False,S002,2026-03-01T10:09:28.925625Z
CUST-402b0f30-1dc1-4a36-a03a-72559a7771b2,Felicia,Hill,mvasquez@example.org,574-505-6304,Carlahaven,MI,98931,gold,4992,2023-04-13,True,social,REF-0987,True,A001,2026-03-22T12:21:18.880181Z
CUST-59007a4f-31c6-4fbb-9f3b-d5f1c34a6966,Joy,Clark,laurasmith@example.net,330.846.5157,Hollyborough,NJ,09310,bronze,2229,2022-01-15,True,social,,False,A001,2026-04-13T03:23:00.545255Z
CUST-6a82f47f-b68c-48f7-baaa-39b43b1bd2ce,James,Davis,matthewpowell@example.net,529.913.8764,North Bryanbury,VI,29452,bronze,8441,2023-08-26,True,organic,,True,A001,2026-03-01T02:13:00.883535Z
CUST-1a4f3478-4165-49d7-ab97-a97b4049b0d0,Margaret,Jones,ygoodman@example.com,338.844.6012x110,Port Gerald,AL,28506,bronze,7779,2022-05-04,True,organic,,True,A001,2026-03-09T16:33:26.543524Z
CUST-d16bf716-5b6c-4946-9e74-28c9ef615933,Deanna,Roberts,melissa19@example.com,580.599.7226,Costatown,MN,08587,bronze,3737,2025-12-17,True,organic,REF-2509,False,D003,2026-02-23T21:21:41.433613Z
CUST-5d6bf8ab-7325-454a-944e-8270d86a5452,Matthew,White,barry04@example.com,9655009905,Port Robertfort,RI,60425,bronze,1240,2023-07-19,True,email_campaign,,True,D003,2026-02-04T04:20:29.100457Z
CUST-300df40f-5da6-487d-9f9a-647fa3343306,Steven,Carroll,phillipserin@example.net,935-859-8405,Melissamouth,AK,70068,silver,7865,2026-01-11,False,email_campaign,,False,A001,2026-02-03T01:56:52.928513Z
CUST-61d49b8f-0768-4dc4-b6b7-02ebcb8df824,Amanda,Hurst,qrice@example.net,+1-374-335-9845,North Christopher,AR,08553,bronze,5630,2024-01-09,True,organic,,True,A001,2026-03-10T10:27:07.009157Z
CUST-24aeb625-3b6e-4754-89a0-4f3f8884ac5a,Danielle,Smith,raguirre@example.org,581.346.8103,West Craigburgh,GU,77205,bronze,399,2022-04-07,True,paid_search,REF-2118,True,S002,2026-03-24T01:05:00.236947Z
CUST-02dfefd1-2ad3-491a-a1e5-575c2f95651b,Michael,Robinson,zsmith@example.com,568.532.8464x225,South Janetview,ME,90067,bronze,2415,2025-10-28,True,paid_search,,False,A001,2026-04-16T10:49:52.872000Z
CUST-0513e67e-cf46-4a75-b741-b0f371108b48,Kristin,Davis,simpsonjeffrey@example.com,(269)986-9729x791,Sophialand,VA,03393,silver,4879,2025-01-27,True,email_campaign,,True,A001,2026-04-23T13:32:42.821720Z
CUST-4625e7c3-0630-4be8-b5ed-82966d0ab34c,Colleen,Woodard,melissawilliams@example.org,489.966.9472x28008,New Robynmouth,LA,42822,bronze,7790,2022-09-13,False,social,,True,A001,2026-04-01T06:21:00.188000Z
CUST-da6920f1-822b-4651-804d-9c11ebec07eb,Mark,Griffith,charlesmoore@example.com,001-204-301-0222x691,Keithland,ID,97615,silver,1109,2021-11-21,True,organic,,True,A001,2026-04-20T14:48:43.079645Z
CUST-e23fc04d-0225-4898-81f6-2823de5f053d,Sharon,Lin,phillipbecker@example.org,314-503-6645x152,Newtonshire,MO,21413,bronze,313,2024-05-04,True,social,,True,A001,2026-03-08T23:34:51.629020Z
CUST-beaacb02-7f9d-47fc-80e9-401d6ac5bb64,Peter,Cooper,catkinson@example.org,359.497.2035,Lake Dillonmouth,NV,06121,silver,11243,2024-11-13,True,paid_search,REF-0674,False,A001,2026-02-18T13:54:21.204532Z
CUST-9bf6754c-7a04-422d-8990-7d667ab83a46,Jacqueline,Cardenas,harryhawkins@example.net,001-631-667-4161x32320,Rachelborough,DE,09905,bronze,5411,2024-08-19,True,email_campaign,,False,D003,2026-04-05T01:38:14.318062Z
CUST-4accdb6b-bd91-4e8a-a945-a053526855fe,Katherine,Perry,perrydavid@example.com,7748721517,Jacksonmouth,ND,05465,gold,11731,2023-10-05,True,organic,REF-1767,False,D003,2026-02-12T15:24:27.233295Z
CUST-fb8681dd-520a-48f5-a276-cf3bac4bfdd9,Anna,Vargas,huertajohn@example.org,792-872-8752x326,Madisonfurt,MO,59206,bronze,7190,2025-09-29,True,email_campaign,,False,A001,2026-03-11T23:03:39.314552Z
CUST-9027111c-440c-4409-a4aa-61d0b3207833,Karen,Lewis,andrewstiffany@example.com,001-255-803-5563,Joneschester,AK,91911,platinum,9878,2025-08-03,True,paid_search,,True,D003,2026-03-19T00:40:26.842113Z
CUST-b27b4c43-bd1b-4d8e-9f94-0191d5a38898,Leah,Perez,justinzuniga@example.net,828.476.9006x91747,East Lauren,MS,33489,bronze,7465,2023-04-28,False,organic,,True,A001,2026-03-23T13:39:31.216583Z
CUST-7e2698b2-3073-4324-83e2-c60ca7917de3,Julie,Moran,ipetersen@example.org,001-846-837-1787x916,Lake Samanthaville,WV,41517,bronze,11781,2024-01-01,True,email_campaign,,True,D003,2026-03-28T02:49:28.448510Z
CUST-47c31528-0275-47c1-8711-46a1f468cc69,Nancy,Galvan,pattersonandre@example.org,544.306.2128,Johnfurt,ID,46074,silver,11851,2022-09-30,False,organic,,True,A001,2026-02-12T05:53:57.214908Z
CUST-d74846dc-85da-4bd3-8069-96e2dccc292f,Courtney,Perez,reneeblair@example.com,(628)708-4031x448,Franciscomouth,RI,10740,silver,427,2026-01-26,True,referral,,False,S002,2026-02-08T00:02:52.480169Z
CUST-53761ec1-1314-4b2e-9189-777fcf750c02,Robert,Norris,cruzallen@example.net,001-375-338-1902x942,Lake Jacobshire,AR,81723,platinum,1522,2022-03-25,True,organic,,False,D003,2026-02-11T11:38:59.571948Z
CUST-f069898b-78a2-448b-91d4-69b4a41bbe35,Richard,Miller,jenningsnicholas@example.org,4796456255,Michelleside,DC,38018,bronze,6277,2026-03-25,True,referral,,True,D003,2026-03-31T18:03:41.072884Z
CUST-dab387a4-9ef8-4c08-835f-663cf465a6ab,Brenda,Bennett,cranepatricia@example.net,001-472-622-1338x461,Brandyhaven,DC,11858,silver,7151,2025-10-24,True,social,,False,A001,2026-02-23T06:44:36.452872Z
